PALABRA,CATEGORÍA,TIPO,GENERO,NÚMERO
respectos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
respeto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
respetos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
respiración,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
respiraciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
respiro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
respiros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
resplandor,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
resplandores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
responsabilidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
responsabilidad_administrativa,SUSTANTIVO,COMÚN,,
responsabilidad_civil,SUSTANTIVO,COMÚN,,
responsabilidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
responsable,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
responsables,SUSTANTIVO,COMÚN,COMÚN,PLURAL
respuesta,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
respuestas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
resquicio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
resquicios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
restante,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
restantes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
restauración,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
restauraciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
restaurante,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
restaurantes,SUSTANTIVO,COMÚN,COMÚN,PLURAL
resto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
restos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
restricción,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
restricciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
resultado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
resultado_oficial,SUSTANTIVO,COMÚN,,
resultados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
resumen,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
resúmenes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
resurrección,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
resurrecciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
retablo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
retablos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
retina,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
retinas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
retirada,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
retiradas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
reto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
retoño,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
retoños,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
retórica,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
retóricas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
retorno,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
retornos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
retos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
retraso,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
retraso_mental,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
retrasos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
retrato,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
retratos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
reunión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reuniones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
revelación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
revelaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
revés,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
reveses,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
revisión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
revisiones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
revista,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
revistas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
revolución,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
revolución_cultural,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
revolución_francesa,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
revolución_socialista,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
revoluciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
revólver,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
revólveres,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
revuelta,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
revueltas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
rey,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
reyes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rezo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rezos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ribera,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
riberas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
rico,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ricos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ridículo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ridículos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rienda,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
riendas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
riera,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
rieras,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
riesgo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
riesgo_social,SUSTANTIVO,COMÚN,,
riesgos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rigor,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rigor_científico,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rigores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rincón,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rincones,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ringlera,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ringleras,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
río,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ríos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
riqueza,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
riquezas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
risa,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
risas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
ritmo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ritmo_cardiaco,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ritmo_de_trabajo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ritmos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rito,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ritos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ritual,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rituales,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rival,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
rivales,SUSTANTIVO,COMÚN,COMÚN,PLURAL
roble,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
robledal,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
robledales,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
robles,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
robo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
robos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
robot,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
robots,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
roca,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
rocas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
roce,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
roces,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rocío,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rocíos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rock_and_roll,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rodilla,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
rodillas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
rojo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rojos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
role_playing,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rollo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rollos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
romance,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
romances,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
romanización,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
romanizaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
romano,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
romanos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
romero,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
romeros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ropa,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ropas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
rosa,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
rosa,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
rosal,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rosales,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rosario,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rosarios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rosas,SUSTANTIVO,COMÚN,COMÚN,PLURAL
rosas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
rostro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rostros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
roto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rotos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ruanda,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ruandas,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rubio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rubios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rueda,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
rueda,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ruedas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
ruedas,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ruido,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ruidos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ruina,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ruinas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
rumbo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rumbos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rumor,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rumores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ruptura,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
rupturas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
rusia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
rusias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
ruso,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rusos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ruta,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
rutas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
rutina,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
rutinas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
s,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
sábado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sábado_santo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sábados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
sabana,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
sábana,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
sabanas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
sábanas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
saber,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
saberes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
sabiduría,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
sabidurías,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
sabio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sabios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
sable,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sables,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
sabor,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sabores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
sacerdote,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sacerdotes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
saco,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sacos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
sacramento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sacramentos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
sacrificio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sacrificios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
sagrada_familia,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sagrario,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sagrarios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
sal,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
sala,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
sala_de_prensa,SUSTANTIVO,COMÚN,,
salario,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
salario_base,SUSTANTIVO,COMÚN,,
salario_mínimo,SUSTANTIVO,COMÚN,,
salarios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
salas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
sales,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
salida,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
salidas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
salón,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
salón_de_plenos,SUSTANTIVO,COMÚN,,
salones,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
salsa_de_tomate,SUSTANTIVO,COMÚN,,
salto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
saltos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
salud,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
salud_ambiental,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
salud_bucodental,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
saludes,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
saludo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
saludos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
salvación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
salvaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
salvador,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
salvadores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
salvedad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
salvedades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
sanción,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
sanciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
sangre,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
sangres,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
sanidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
sanidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
santa_misa,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
santísima_trinidad,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
santísimo_sacramento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
santo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
santo_oficio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
santo_sepulcro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
santos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
saque,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
saques,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
sargento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sargentos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
satélite,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
satélites,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
satisfacción,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
satisfacciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
sauna,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
saunas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
secano,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
secanos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
sección,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
secciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
secretaria,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
secretaría,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
secretaría_de_estado,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
secretaría_de_gobierno,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
secretaría_general,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
secretarias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
secretarías,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
secretario,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
secretarios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
secreto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
secretos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
sector,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sector_agrario,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sector_agrícola,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sector_económico,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sector_turústico,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sectores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
secuencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
secuencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
sed,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
seda,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
sedante,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
sedantes,SUSTANTIVO,COMÚN,COMÚN,PLURAL
sedas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
sede,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
sedes,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
sedimento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sedimentos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
seductor,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
seductores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
seguidor,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
seguidores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
segunda_guerra_mundial,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
segunda_lengua,SUSTANTIVO,COMÚN,,
segundo,SUSTANTIVO,COMÚN,,
segundo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
segundos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
seguridad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
seguridad_del_estado,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
seguridad_e_higiene,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
seguridad_internacional,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
seguridad_jurídica,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
seguridad_personal,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
seguridades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
seguro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
seguro_de_accidentes,SUSTANTIVO,COMÚN,,
seguro_de_vida,SUSTANTIVO,COMÚN,,
seguro_obligatorio,SUSTANTIVO,COMÚN,,
seguro_social,SUSTANTIVO,COMÚN,,
seguros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
selección,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
selección_nacional,SUSTANTIVO,COMÚN,,
selección_natural,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
selecciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
sello,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sellos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
selva,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
selva_tropical,SUSTANTIVO,COMÚN,,
selvas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
semáforo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
semáforos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
semana,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
semanas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
semblanza,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
semblanzas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
semejanza,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
semejanzas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
semifinal,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
semifinales,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
semilla,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
semillas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
senado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
senados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
sendero,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
senderos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
seno,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
senos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
sensación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
sensaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
sensibilidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
sensibilidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
sentencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
sentencia_firme,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
sentencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
sentido,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sentido_contrario,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sentido_crítico,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sentido_de_responsabilidad,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sentido_del_humor,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sentido_literal,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sentidos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
sentimiento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sentimiento_de_culpa,SUSTANTIVO,COMÚN,,
sentimientos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
seña,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
señal,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
señales,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
señas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
señor,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
señores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
señoría,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
señorías,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
señorita,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
señoritas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
señorito,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
señoritos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
separación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
separación_de_poderes,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
separaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
septiembre,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
septiembres,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
séptupla,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
séptuplas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
séptuple,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
séptuples,SUSTANTIVO,COMÚN,COMÚN,PLURAL
séptuplo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
séptuplos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
sequedad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
sequedades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
ser,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
serbio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
serbios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
serenidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
serenidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
seres,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
serie,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
seriedad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
seriedades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
series,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
sermón,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
sermones,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
serpiente,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
serpientes,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
servicio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
servicio_asistencial,SUSTANTIVO,COMÚN,,
servicio_de_apoyo,SUSTANTIVO,COMÚN,,
servicio_de_atención_al_cliente,SUSTANTIVO,COMÚN,,
servicio_de_información,SUSTANTIVO,COMÚN,,
servicio_de_urgencias,SUSTANTIVO,COMÚN,,
servicio_educativo,SUSTANTIVO,COMÚN,,
servicio_jurúdico,SUSTANTIVO,COMÚN,,
servicio_meteorológico,SUSTANTIVO,COMÚN,,
servicio_público,SUSTANTIVO,COMÚN,,
servicio_turístico,SUSTANTIVO,COMÚN,,
servicios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
