PALABRA,CATEGORÍA,TERMINACIÓN,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
recluir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reclutar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recobrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recocer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recodar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recodir,VERBO,IR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
recoger,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recolar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recolectar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recolegir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recomendar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recomenzar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recomer,VERBO,ER,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
recompensar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recomponer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reconcentrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reconciliar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reconcomer,VERBO,ER,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
recondenar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reconducir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reconfigurar,VERBO,AR,,,,NORECONOCIDO
reconfortar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reconocer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reconquistar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reconsiderar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reconstituir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reconstruir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recontar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reconvalecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reconvenir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reconvertir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recopilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recordar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recorrer,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recortar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recorvar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recoser,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recostar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recovar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recrear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recrecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recriar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recriminar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recrudecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recrujir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recruzar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rectangulizar,VERBO,AR,,,,NORECONOCIDO
rectar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rectificar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rectorar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recuñar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recuadrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recubrir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recudir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recuestar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recular,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recuperar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recurar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recurrir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recusar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
redactar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
redar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
redargüir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
redecir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
redecorar,VERBO,AR,,,,NORECONOCIDO
redefinir,VERBO,IR,,,,NORECONOCIDO
redhibir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
redibujar,VERBO,AR,,,,NORECONOCIDO
rediezmar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
redilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
redilear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
redimensionar,VERBO,AR,,,,NORECONOCIDO
redimir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
redinamizar,VERBO,AR,,,,NORECONOCIDO
redirigir,VERBO,IR,,,,NORECONOCIDO
redistribuir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
redituar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
redoblar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
redoblegar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
redolar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
redondear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
redorar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
redrar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
redrojar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reducir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
redundar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reduplicar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reedificar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reeditar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reeducar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reelegir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reeligir,VERBO,IR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
reembarcar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reembolsar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reemplazar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reencarnar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reencauchar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reencender,VERBO,ER,,,,NORECONOCIDO
reencontrar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reencuadernar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reenganchar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reengendrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reensayar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reenviar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reenvidiar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reestatizar,VERBO,AR,,,,NORECONOCIDO
reestrenar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reestructurar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reexaminar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reexpedir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reexportar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refacer,VERBO,ER,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
refeccionar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
referir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refertar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
refertilizar,VERBO,AR,,,,NORECONOCIDO
refezar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
refigurar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refirmar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refitolear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reflectar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reflejar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reflexionar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reflorecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reflotrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refluir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refocilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reforestar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reformar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reformatear,VERBO,AR,,,,NORECONOCIDO
reforzar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refractar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refreír,VERBO,ÍR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refregar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refrenar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refrendar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refrescar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refriar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
refrigerar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refringir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refugiar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refulgir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refundir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refunfuñar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
refutar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regañar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regañir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regabinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regacear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regalar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regalonear,VERBO,AR,,,,NORECONOCIDO
regar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regatear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regatonear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regazar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regenerar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regentar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regentear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regimentar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
registrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reglamentar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reglar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regletear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regocijar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regodear,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
regoldar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regolfar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regorjar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
regostar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
regraciar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regradecer,VERBO,ER,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
regresar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regruñir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reguardar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reguilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regular,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regularizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
regurgitar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rehabilitar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rehacer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rehartar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rehelear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rehenchir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reherir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reherrar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rehervir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rehilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rehinchir,VERBO,IR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
rehogar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rehollar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rehospitalizar,VERBO,AR,,,,NORECONOCIDO
rehoyar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rehuir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rehumedecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rehundir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rehurtar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
rehusar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reimpatriar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reimplantar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reimportar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reimprimir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reincidir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reincorporar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reingresar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reinstalar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reintegrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reintentar,VERBO,AR,,,,NORECONOCIDO
reinventar,VERBO,AR,,,,NORECONOCIDO
reinvertir,VERBO,IR,,,,NORECONOCIDO
reiterar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reivindicar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rejacar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rejitar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rejonear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rejuntar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rejuvenecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relabrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relacionar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relajar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relamer,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relampaguear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relampar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
relanzar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relatar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relavar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relazar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
releer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relegar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relejar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relentecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relevar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relievar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
religar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relimar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relimpiar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relinchar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relingar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rellanar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rellenar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relocalizar,VERBO,AR,,,,NORECONOCIDO
reluchar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relucir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relumbrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
relvar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remachar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remallar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remanar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remandar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remanecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remangar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remanir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remansar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
remar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remarcar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remasterizar,VERBO,AR,,,,NORECONOCIDO
rematar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rembolsar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remecer,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remedar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remediar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remedir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remejer,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remellar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remembrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rememorar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remendar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remesar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remeter,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remezclar,VERBO,AR,,,,NORECONOCIDO
remilgar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
remirar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remitir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remodelar,VERBO,AR,,,,NORECONOCIDO
remojar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remolar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remolcar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remoldar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remoler,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remolinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remolinear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remollar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remolonear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remondar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remontar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remorar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
remorder,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remosquear,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
remostar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remostecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remover,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remozar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remplazar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rempujar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remudar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remudiar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remugar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remullir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remunerar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
remusgar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
renacer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rencionar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
rencontrar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rendar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
render,VERBO,ER,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
renderizar,VERBO,AR,,,,NORECONOCIDO
rendir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
