PALABRA,CATEGORÍA,TIPO,GENERO,NÚMERO,FUNCIÓN
septuagesimoterceros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
séptupla,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
séptuplas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
séptuple,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
séptuples,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
séptuplo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
séptuplos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
serena,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
serenas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sereno,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
serenos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
seria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
serias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
serio,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
serios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sesentaicincoava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sesentaicincoavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sesentaicincoavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sesentaicincoavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sesentaicuatroava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sesentaicuatroavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sesentaicuatroavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sesentaicuatroavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sesentaidosava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sesentaidosavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sesentaidosavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sesentaidosavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sesentainueveava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sesentainueveavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sesentainueveavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sesentainueveavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sesentaiochava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sesentaiochavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sesentaiochavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sesentaiochavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sesentaiseisava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sesentaiseisavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sesentaiseisavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sesentaiseisavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sesentaisieteava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sesentaisieteavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sesentaisieteavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sesentaisieteavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sesentaitresava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sesentaitresavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sesentaitresavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sesentaitresavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sesentaiunava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sesentaiunavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sesentaiunavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sesentaiunavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sesentava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sesentavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sesentavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sesentavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
setecientosava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
setecientosavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
setecientosavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
setecientosavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
setentaicincoava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
setentaicincoavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
setentaicincoavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
setentaicincoavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
setentaicuatroava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
setentaicuatroavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
setentaicuatroavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
setentaicuatroavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
setentaidosava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
setentaidosavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
setentaidosavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
setentaidosavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
setentainueveava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
setentainueveavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
setentainueveavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
setentainueveavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
setentaiochava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
setentaiochavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
setentaiochavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
setentaiochavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
setentaiseisava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
setentaiseisavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
setentaiseisavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
setentaiseisavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
setentaisieteava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
setentaisieteavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
setentaisieteavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
setentaisieteavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
setentaitresava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
setentaitresavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
setentaitresavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
setentaitresavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
setentaiunava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
setentaiunavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
setentaiunavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
setentaiunavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
setentava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
setentavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
setentavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
setentavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
severa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
severas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
severo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
severos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sexagésima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sexagésimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sexagésimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sexagesimoctava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sexagesimoctavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sexagesimoctavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sexagesimoctavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sexagesimocuarta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sexagesimocuartas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sexagesimocuarto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sexagesimocuartos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sexagesimonona,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sexagesimononas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sexagesimonono,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sexagesimononos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sexagesimonovena,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sexagesimonovenas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sexagesimonoveno,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sexagesimonovenos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sexagesimoprimera,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sexagesimoprimeras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sexagesimoprimero,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sexagesimoprimeros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sexagesimoquinta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sexagesimoquintas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sexagesimoquinto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sexagesimoquintos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sexagésimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sexagesimosegunda,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sexagesimosegundas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sexagesimosegundo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sexagesimosegundos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sexagesimoséptima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sexagesimoséptimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sexagesimoséptimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sexagesimoséptimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sexagesimosexta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sexagesimosextas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sexagesimosexto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sexagesimosextos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sexagesimotercera,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sexagesimoterceras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sexagesimotercero,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sexagesimoterceros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sexcentésima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sexcentésimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sexcentésimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sexcentésimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sexta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sextas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sexto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sextos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
séxtupla,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
séxtuplas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
séxtuple,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
séxtuples,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
séxtuplo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
séxtuplos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sexual,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
sexuales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
significativa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
significativas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
significativo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
significativos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
siguiente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
siguientes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
silenciosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
silenciosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
silencioso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
silenciosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
simbólica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
simbólicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
simbólico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
simbólicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
similar,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
similares,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
simpática,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
simpáticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
simpático,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
simpáticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
simple,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
simples,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
simultánea,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
simultáneas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
simultáneo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
simultáneos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sincera,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sinceras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sincero,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sinceros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sindical,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
sindicales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
singular,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
singulares,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
siniestra,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
siniestras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
siniestro,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
siniestros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sinónima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sinónimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sinónimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sinónimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sintáctica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sintácticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sintáctico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sintácticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sintética,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sintéticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sintético,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sintéticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sintomática,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sintomáticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sintomático,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sintomáticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sistemática,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sistemáticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sistemático,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sistemáticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sita,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sitas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sito,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sitos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sobrenatural,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
sobrenaturales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
social,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
socialdemócrata,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
socialdemócratas,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
sociales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
socialista,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
socialistas,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
sociocultural,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
socioculturales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
socioeconómica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
socioeconómicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
socioeconómico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
socioeconómicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sociolingüística,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sociolingüísticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sociolingüístico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sociolingüísticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sociológica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sociológicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sociológico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sociológicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sola,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
solar,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
solares,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
solas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
solemne,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
solemnes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
sólida,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
solidaria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
solidarias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
solidario,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
solidarios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sólidas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sólido,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sólidos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
solitaria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
solitarias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
solitario,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
solitarios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
solo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
solos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
soltera,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
solteras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
soltero,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
solteros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sombría,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sombrías,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sombrío,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sombríos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sometida,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,PARTICIPIO
sometidas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,PARTICIPIO
sometido,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,PARTICIPIO
sometidos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,PARTICIPIO
sonora,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sonoras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sonoro,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sonoros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sonriente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
sonrientes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
sorda,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sordas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sordo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sordos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sorprendente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
sorprendentes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
sospechosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sospechosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sospechoso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sospechosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
soviética,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
soviéticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
soviético,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
soviéticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
suave,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
suaves,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
súbita,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
súbitas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
súbito,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
súbitos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
subjetiva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
subjetivas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
subjetivo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
subjetivos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
subsiguiente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
subsiguientes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
subterránea,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
subterráneas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
subterráneo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
subterráneos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
subyacente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
subyacentes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
sucesiva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sucesivas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sucesivo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sucesivos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sucia,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sucias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sucio,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sucios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
suculenta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
suculentas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
suculento,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
suculentos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sudorosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sudorosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sudoroso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sudorosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
suelta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sueltas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
suelto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sueltos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
suficiente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
suficientes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
sugestiva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sugestivas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sugestivo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sugestivos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sujeta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,PARTICIPIO
sujetas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,PARTICIPIO
sujeto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,PARTICIPIO
sujetos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,PARTICIPIO
suma,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sumas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sumo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sumos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
superficial,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
superficiales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
superior,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
superiores,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
suprema,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
supremas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
supremo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
